led_id,hex,bits
2110,0x1ab88e,110101011100010001110
2111,0x0dce36,011011100111000110110
2112,0x1372cc,100110111001011001100
2113,0x0d8cb1,011011000110010110001
2114,0x13744c,100110111010001001100
2115,0x0a8d33,010101000110100110011
2116,0x125698,100100101011010011000
2117,0x0cac67,011001010110001100111
2118,0x163314,101100011001100010100
2119,0x0a5c4b,010100101110001001011
2120,0x1913b6,110010001001110110110
2121,0x0e64eb,011100110010011101011
2122,0x039b17,000111001101100010111
2123,0x1d65ca,111010110010111001010
2124,0x169ca4,101101001110010100100
2125,0x0b2273,010110010001001110011
2126,0x1dd5ca,111011101010111001010
2127,0x0e2b35,011100010101100110101
2128,0x19754e,110010111010101001110
2129,0x0c9cb9,011001001110010111001
2130,0x166b64,101100110101101100100
2131,0x0971ba,010010111000110111010
2132,0x167664,101100111011001100100
2133,0x0ad997,010101101100110010111
2134,0x177232,101110111001000110010
2135,0x0ced5d,011001110110101011101
2136,0x07532b,001110101001100101011
2137,0x0a24cc,010100010010011001100
2138,0x15b9ab,101011011100110101011
2139,0x0a6557,010100110010101010111
2140,0x171ac9,101110001101011001001
2141,0x0ac573,010101100010101110011
2142,0x04738e,001000111001110001110
2143,0x1b6451,110110110010001010001
2144,0x05b58b,001011011010110001011
2145,0x0b4a25,010110100101000100101
2146,0x04c5d1,001001100010111010001
2147,0x1a292d,110100010100100101101
2148,0x05ccd5,001011100110011010101
2149,0x18a226,110001010001000100110
2150,0x14d918,101001101100100011000
2151,0x0764a3,001110110010010100011
2152,0x188b8e,110001000101110001110
2153,0x0c7463,011000111010001100011
2154,0x1389b5,100111000100110110101
2155,0x15656a,101010110010101101010
2156,0x049a75,001001001101001110101
2157,0x0a6dae,010100110110110101110
2158,0x05aed2,001011010111011010010
2159,0x1acd4c,110101100110101001100
2160,0x0e2aeb,011100010101011101011
2161,0x1145d1,100010100010111010001
2162,0x08b8ac,010001011100010101100
2163,0x1d4d14,111010100110100010100
2164,0x049b6a,001001001101101101010
2165,0x1a6c92,110100110110010010010
2166,0x0d932d,011011001001100101101
2167,0x06c8d2,001101100100011010010
2168,0x1d3328,111010011001100101000
2169,0x069c56,001101001110001010110
2170,0x0d7169,011010111000101101001
2171,0x131cdc,100110001110011011100
2172,0x08933b,010001001001100111011
2173,0x1748c6,101110100100011000110
2174,0x1a3a59,110100011101001011001
2175,0x15a4ae,101011010010010101110
2176,0x0a9b12,010101001101100010010
2177,0x1c46ac,111000100011010101100
2178,0x04a992,001001010100110010010
2179,0x132374,100110010001101110100
2180,0x0cc68b,011001100011010001011
2181,0x112554,100010010010101010100
2182,0x0c4ab3,011000100101010110011
2183,0x1351c4,100110101000111000100
2184,0x0e2db3,011100010110110110011
2185,0x15994d,101011001100101001101
2186,0x196492,110010110010010010010
2187,0x06dd6e,001101101110101101110
2188,0x191892,110010001100010010010
2189,0x16e8ed,101101110100011101101
2190,0x077512,001110111010100010010
2191,0x12ea9d,100101110101010011101
2192,0x0518e3,001010001100011100011
2193,0x12e71a,100101110011100011010
2194,0x05d8a7,001011101100010100111
2195,0x1aa552,110101010010101010010
2196,0x15c92d,101011100100100101101
2197,0x0a8e8a,010101000111010001010
2198,0x1c5256,111000101001001010110
2199,0x02ad6b,000101010110101101011
2200,0x194ac6,110010100101011000110
2201,0x162919,101100010100100011001
2202,0x09144e,010010001010001001110
2203,0x04cb91,001001100101110010001
2204,0x191cae,110010001110010101110
2205,0x166b58,101100110101101011000
2206,0x092ca6,010010010110010100110
2207,0x15cb99,101011100101110011001
2208,0x0b5669,010110101011001101001
2209,0x0689ce,001101000100111001110
2210,0x15b6d3,101011011011011010011
2211,0x0ae224,010101110001000100100
2212,0x158d6b,101011000110101101011
2213,0x0e249c,011100010010010011100
2214,0x18db29,110001101101100101001
2215,0x032357,000110010001101010111
2216,0x14cda8,101001100110110101000
2217,0x0a2371,010100010001101110001
2218,0x11c8aa,100011100100010101010
2219,0x18b514,110001011010100010100
2220,0x176ea8,101110110111010101000
2221,0x19d475,110011101010001110101
2222,0x0e388b,011100011100010001011
2223,0x12a714,100101010011100010100
2224,0x051173,001010001000101110011
2225,0x1b2aae,110110010101010101110
2226,0x069511,001101001010100010001
2227,0x134ae4,100110100101011100100
2228,0x14e523,101001110010100100011
2229,0x0d969d,011011001011010011101
2230,0x1c6ad2,111000110101011010010
2231,0x13b515,100111011010100010101
2232,0x0d4e6b,011010100111001101011
2233,0x12a5b5,100101010010110110101
2234,0x1cd462,111001101010001100010
2235,0x172b9d,101110010101110011101
2236,0x0ed633,011101101011000110011
2237,0x1928d9,110010010100011011001
2238,0x071636,001110001011000110110
2239,0x1aed19,110101110110100011001
2240,0x1456ee,101000101011011101110
2241,0x02ed91,000101110110110010001
2242,0x1c92a2,111001001001010100010
2243,0x12294c,100100010100101001100
2244,0x0492b7,001001001001010110111
2245,0x1b4d66,110110100110101100110
2246,0x14d6cd,101001101011011001101
2247,0x136e22,100110110111000100010
2248,0x1c8eda,111001000111011011010
2249,0x065765,001100101011101100101
2250,0x112c91,100010010110010010001
2251,0x169768,101101001011101101000
2252,0x0b6691,010110110011010010001
2253,0x14a929,101001010100100101001
2254,0x026ed1,000100110111011010001
2255,0x1535ab,101010011010110101011
2256,0x02a8d5,000101010100011010101
2257,0x1a5468,110100101010001101000
2258,0x052b91,001010010101110010001
2259,0x0ab766,010101011011101100110
2260,0x17689b,101110110100010011011
2261,0x1ab32c,110101011001100101100
2262,0x1d4d52,111010100110101010010
2263,0x0eb234,011101011001000110100
2264,0x05cb5a,001011100101101011010
2265,0x0244b5,000100100010010110101
2266,0x14aa46,101001010101001000110
2267,0x0b46bb,010110100011010111011
2268,0x14ad96,101001010110110010110
2269,0x0d7765,011010111011101100101
2270,0x02acd3,000101010110011010011
2271,0x1d131a,111010001001100011010
2272,0x0eaced,011101010110011101101
2273,0x051196,001010001000110010110
2274,0x06ce49,001101100111001001001
2275,0x14b3b6,101001011001110110110
2276,0x0928cd,010010010100011001101
2277,0x164d52,101100100110101010010
2278,0x0d63a5,011010110001110100101
2279,0x1ad95a,110101101100101011010
2280,0x1762e5,101110110001011100101
2281,0x1ab49a,110101011010010011010
2282,0x051a55,001010001101001010101
2283,0x13a5ce,100111010010111001110
2284,0x18dc91,110001101110010010001
2285,0x13a2e6,100111010001011100110
2286,0x0e2d39,011100010110100111001
2287,0x0952c4,010010101001011000100
2288,0x1769d9,101110110100111011001
2289,0x18c66a,110001100011001101010
2290,0x173ab4,101110011101010110100
2291,0x02e757,000101110011101010111
2292,0x1dd488,111011101010010001000
2293,0x0a7357,010100111001101010111
2294,0x04aca2,001001010110010100010
2295,0x191175,110010001000101110101
2296,0x062c89,001100010110010001001
2297,0x198d74,110011000110101110100
2298,0x1732d3,101110011001011010011
2299,0x088d9c,010001000110110011100
2300,0x073b71,001110011101101110001
2301,0x19c8ad,110011100100010101101
2302,0x04b351,001001011001101010001
2303,0x1c5896,111000101100010010110
2304,0x1bad68,110111010110101101000
2305,0x057236,001010111001000110110
2306,0x14cae9,101001100101011101001
2307,0x1d7516,111010111010100010110
2308,0x072ecb,001110010111011001011
2309,0x12d632,100101101011000110010
2310,0x07675d,001110110011101011101
2311,0x0989b3,010011000100110110011
2312,0x16d248,101101101001001001000
2313,0x15acb6,101011010110010110110
2314,0x0b9b47,010111001101101000111
2315,0x0445aa,001000100010110101010
2316,0x031c45,000110001110001000101
2317,0x1ca5ae,111001010010110101110
2318,0x0a4e75,010100100111001110101
2319,0x16b44b,101101011010001001011
2320,0x18eaa4,110001110101010100100
2321,0x06944a,001101001010001001010
2322,0x136675,100110110011001110101
2323,0x0e99d6,011101001100111010110
2324,0x1176bb,100010111011010111011
2325,0x0aa971,010101010100101110001
2326,0x1726a3,101110010011010100011
2327,0x0c7376,011000111001101110110
2328,0x12488d,100100100100010001101
2329,0x045572,001000101010101110010
2330,0x093ac5,010010011101011000101
2331,0x069133,001101001000100110011
2332,0x132446,100110010010001000110
2333,0x0c4dab,011000100110110101011
2334,0x15b2c5,101011011001011000101
2335,0x0ae999,010101110100110011001
2336,0x059627,001011001011000100111
2337,0x0e6c99,011100110110010011001
2338,0x11d76a,100011101011101101010
2339,0x0ab9b1,010101011100110110001
2340,0x16cedc,101101100111011011100
2341,0x1d31a6,111010011000110100110
2342,0x08cc49,010001100110001001001
2343,0x16d3b6,101101101001110110110
2344,0x096669,010010110011001101001
2345,0x059956,001011001100101010110
2346,0x08a62b,010001010011000101011
2347,0x1658d6,101100101100011010110
2348,0x1b972c,110111001011100101100
2349,0x0474d2,001000111010011010010
2350,0x18b38c,110001011001110001100
2351,0x176c75,101110110110001110101
2352,0x18a34e,110001010001101001110
2353,0x111cd1,100010001110011010001
2354,0x06532d,001100101001100101101
2355,0x08ad92,010001010110110010010
2356,0x13376d,100110011011101101101
2357,0x19ddd2,110011101110111010010
2358,0x04aee7,001001010111011100111
2359,0x131991,100110001100110010001
2360,0x08ee76,010001110111001110110
2361,0x175515,101110101010100010101
2362,0x0e2e62,011100010111001100010
2363,0x0dd195,011011101000110010101
2364,0x111a4b,100010001101001001011
2365,0x0ee975,011101110100101110101
2366,0x1192e2,100011001001011100010
2367,0x0c6b1c,011000110101100011100
2368,0x0bb465,010111011010001100101
2369,0x14733a,101000111001100111010
2370,0x0da457,011011010010001010111
2371,0x131ab8,100110001101010111000
2372,0x0c4565,011000100010101100101
2373,0x11da59,100011101101001011001
2374,0x0d6d24,011010110110100100100
2375,0x04b2d3,001001011001011010011
2376,0x1b9d29,110111001110100101001
2377,0x0c72da,011000111001011011010
2378,0x058e35,001011000111000110101
2379,0x0e3b4a,011100011101101001010
2380,0x1174a5,100010111010010100101
2381,0x06db53,001101101101101010011
2382,0x096e26,010010110111000100110
2383,0x14896d,101001000100101101101
2384,0x07775a,001110111011101011010
2385,0x1a9cb4,110101001110010110100
2386,0x04622b,001000110001000101011
2387,0x08b4b5,010001011010010110101
2388,0x145a63,101000101101001100011
2389,0x0a911a,010101001000100011010
2390,0x054ea7,001010100111010100111
2391,0x1a3948,110100011100101001000
2392,0x05d6a5,001011101011010100101
2393,0x1ac916,110101100100100010110
2394,0x0e3569,011100011010101101001
2395,0x09caa6,010011100101010100110
2396,0x071739,001110001011100111001
2397,0x18cc8e,110001100110010001110
2398,0x163133,101100011000100110011
2399,0x18c5dc,110001100010111011100
2400,0x036a67,000110110101001100111
2401,0x14bb92,101001011101110010010
2402,0x09c56e,010011100010101101110
2403,0x15bab9,101011011101010111001
2404,0x1945d6,110010100010111010110
2405,0x16932d,101101001001100101101
2406,0x0d6593,011010110010110010011
2407,0x12da2c,100101101101000101100
2408,0x0d39d3,011010011100111010011
2409,0x12ce31,100101100111000110001
2410,0x05b4ee,001011011010011101110
2411,0x1a6736,110100110011100110110
2412,0x05acc7,001011010110011000111
2413,0x18dbaa,110001101101110101010
2414,0x153695,101010011011010010101
2415,0x09d163,010011101000101100011
2416,0x12258d,100100010010110001101
2417,0x0dbab2,011011011101010110010
2418,0x12ddcb,100101101110111001011
2419,0x091236,010010001001000110110
2420,0x122ed9,100100010111011011001
2421,0x0d95b5,011011001010110110101
2422,0x12dae8,100101101101011101000
2423,0x052db5,001010010110110110101
2424,0x18ba62,110001011101001100010
2425,0x174cb1,101110100110010110001
2426,0x18e744,110001110011101000100
2427,0x064cb3,001100100110010110011
2428,0x19954d,110011001010101001101
2429,0x146622,101000110011000100010
2430,0x199295,110011001001010010101
2431,0x0c4e2a,011000100111000101010
2432,0x133b94,100110011101110010100
2433,0x1446ab,101000100011010101011
2434,0x09a5d2,010011010010111010010
2435,0x1c4b24,111000100101100100100
2436,0x023553,000100011010101010011
2437,0x15c66d,101011100011001101101
2438,0x1b28a2,110110010100010100010
2439,0x04d635,001001101011000110101
2440,0x1238ec,100100011100011101100
2441,0x04e733,001001110011100110011
2442,0x1b3ac9,110110011101011001001
2443,0x114756,100010100011101010110
2444,0x0d328b,011010011001010001011
2445,0x135d96,100110101110110010110
2446,0x0c6b65,011000110101101100101
2447,0x199292,110011001001010010010
2448,0x0e6e55,011100110111001010101
2449,0x19138a,110010001001110001010
2450,0x024ed7,000100100111011010111
2451,0x11aa29,100011010101000101001
2452,0x0959da,010010101100111011010
2453,0x15a2b5,101011010001010110101
2454,0x1b452e,110110100010100101110
2455,0x0568dd,001010110100011011101
2456,0x1ad729,110101101011100101001
2457,0x192916,110010010100100010110
2458,0x06d2e2,001101101001011100010
2459,0x19c568,110011100010101101000
2460,0x149251,101001001001001010001
2461,0x0a6929,010100110100100101001
2462,0x113646,100010011011001000110
2463,0x0add39,010101101110100111001
2464,0x152a6c,101010010101001101100
2465,0x0b8dba,010111000110110111010
2466,0x165a64,101100101101001100100
2467,0x0b24ab,010110010010010101011
2468,0x049326,001001001001100100110
2469,0x1b4db9,110110100110110111001
2470,0x0ce2c4,011001110001011000100
2471,0x13b936,100111011100100110110
2472,0x1a44cd,110100100010011001101
2473,0x073762,001110011011101100010
2474,0x1199a9,100011001100110101001
2475,0x0a6b54,010100110101101010100
2476,0x05ccbb,001011100110010111011
2477,0x18932e,110001001001100101110
2478,0x154ec5,101010100111011000101
2479,0x0a956a,010101001010101101010
2480,0x0d5bb1,011010101101110110001
2481,0x14a45a,101001010010001011010
2482,0x0b9b34,010111001101100110100
2483,0x1324cb,100110010010011001011
2484,0x0ec764,011101100011101100100
2485,0x09b493,010011011010010010011
2486,0x16726e,101100111001001101110
2487,0x08d5a5,010001101010110100101
2488,0x13a652,100111010011001010010
2489,0x0d988d,011011001100010001101
2490,0x04e352,001001110001101010010
2491,0x0b8da4,010111000110110100100
2492,0x1232d5,100100011001011010101
2493,0x0cec4a,011001110110001001010
2494,0x1273a3,100100111001110100011
2495,0x09445d,010010100010001011101
2496,0x159b2a,101011001101100101010
2497,0x08e5d7,010001110010111010111
2498,0x132a2b,100110010101000101011
2499,0x1898ce,110001001100011001110
2500,0x0b4535,010110100010100110101
2501,0x148e8a,101001000111010001010
2502,0x072345,001110010001101000101
2503,0x155d58,101010101110101011000
2504,0x0aaea6,010101010111010100110
2505,0x05d2b9,001011101001010111001
2506,0x14ece6,101001110110011100110
2507,0x1b7389,110110111001110001001
2508,0x0ccd66,011001100110101100110
2509,0x02b2b3,000101011001010110011
2510,0x1dcb44,111011100101101000100
2511,0x069d9b,001101001110110011011
2512,0x18ca62,110001100101001100010
2513,0x1775c5,101110111010111000101
2514,0x099b22,010011001101100100010
2515,0x14d653,101001101011001010011
2516,0x1b6588,110110110010110001000
2517,0x038a37,000111000101000110111
2518,0x15154e,101010001010101001110
2519,0x02ab8d,000101010101110001101
2520,0x1d6476,111010110010001110110
2521,0x128ead,100101000111010101101
2522,0x05b9d2,001011011100111010010
2523,0x125724,100100101011100100100
2524,0x19bb92,110011011101110010010
2525,0x0ec66e,011101100011001101110
2526,0x115911,100010101100100010001
2527,0x1da64e,111011010011001001110
2528,0x034497,000110100010010010111
2529,0x0d38e4,011010011100011100100
2530,0x09d74b,010011101011101001011
2531,0x1d2d34,111010010110100110100
2532,0x0ad6da,010101101011011011010
2533,0x066ba5,001100110101110100101
2534,0x19cc6d,110011100110001101101
2535,0x0ab932,010101011100100110010
2536,0x194a4d,110010100101001001101
2537,0x0ae4b2,010101110010010110010
2538,0x1b5369,110110101001101101001
2539,0x058ee2,001011000111011100010
2540,0x16b11d,101101011000100011101
2541,0x0b4ee2,010110100111011100010
2542,0x14d59a,101001101010110011010
2543,0x1b2e6d,110110010111001101101
2544,0x0591b3,001011001000110110011
2545,0x1b66ce,110110110011011001110
2546,0x06b3a5,001101011001110100101
2547,0x0d4c62,011010100110001100010
2548,0x1a939c,110101001001110011100
2549,0x0d6966,011010110100101100110
2550,0x1594da,101011001010011011010
2551,0x126375,100100110001101110101
2552,0x0d8ecb,011011000111011001011
2553,0x0a5526,010100101010100100110
2554,0x118b8a,100011000101110001010
2555,0x1cdc64,111001101110001100100
2556,0x033593,000110011010110010011
2557,0x06eace,001101110101011001110
2558,0x095129,010010101000100101001
2559,0x02b667,000101011011001100111
2560,0x1968d4,110010110100011010100
2561,0x02372d,000100011011100101101
2562,0x09d6d2,010011101011011010010
2563,0x122d6e,100100010110101101110
2564,0x0d52b6,011010101001010110110
2565,0x0b2d71,010110010110101110001
2566,0x11d3a6,100011101001110100110
2567,0x0629c9,001100010100111001001
2568,0x14d4b6,101001101010010110110
2569,0x0b2b62,010110010101101100010
2570,0x14e488,101001110010010001000
2571,0x0b1916,010110001100100010110
2572,0x11c6ec,100011100011011101100
2573,0x0698b3,001101001100010110011
2574,0x0b266c,010110010011001101100
2575,0x15888b,101011000100010001011
2576,0x0ad5d2,010101101010111010010
2577,0x15a2ed,101011010001011101101
2578,0x0c653a,011000110010100111010
2579,0x119ad5,100011001101011010101
2580,0x14576a,101000101011101101010
2581,0x0c894d,011001000100101001101
2582,0x1535b6,101010011010110110110
2583,0x0eba6b,011101011101001101011
2584,0x156494,101010110010010010100
2585,0x0dbb4b,011011011101101001011
2586,0x1a649c,110100110010010011100
2587,0x171b62,101110001101101100010
2588,0x08ee5c,010001110111001011100
2589,0x1719ab,101110001100110101011
2590,0x0ca745,011001010011101000101
2591,0x0b4e3a,010110100111000111010
2592,0x1231c5,100100011000111000101
2593,0x1dca28,111011100101000101000
2594,0x11b593,100011011010110010011
2595,0x0adae6,010101101101011100110
2596,0x112729,100010010011100101001
2597,0x16e8c6,101101110100011000110
2598,0x0b7139,010110111000100111001
2599,0x149dc4,101001001110111000100
2600,0x074e3b,001110100111000111011
2601,0x0cb154,011001011000101010100
2602,0x034d29,000110100110100101001
2603,0x1b2296,110110010001010010110
2604,0x1c9368,111001001001101101000
2605,0x046b95,001000110101110010101
2606,0x1ba4e6,110111010010011100110
2607,0x05bb59,001011011101101011001
2608,0x19c4a4,110011100010010100100
2609,0x13b353,100111011001101010011
2610,0x1d58ae,111010101100010101110
2611,0x08b74b,010001011011101001011
2612,0x1649c5,101100100100111000101
2613,0x0b8aba,010111000101010111010
2614,0x062767,001100010011101100111
2615,0x11b9da,100011011100111011010
2616,0x044725,001000100011100100101
2617,0x091aca,010010001101011001010
2618,0x12c924,100101100100100100100
2619,0x0ce6da,011001110011011011010
2620,0x0b9127,010111001000100100111
2621,0x148e9c,101001000111010011100
2622,0x1b11a2,110110001000110100010
2623,0x158ed5,101011000111011010101
2624,0x0e33ae,011100011001110101110
2625,0x18ac74,110001010110001110100
2626,0x0752dd,001110101001011011101
2627,0x1ca662,111001010011001100010
2628,0x03889d,000111000100010011101
2629,0x1c474a,111000100011101001010
2630,0x049195,001001001000110010101
2631,0x0eee8e,011101110111010001110
2632,0x19b145,110011011000101000101
2633,0x0348d3,000110100100011010011
2634,0x0db16c,011011011000101101100
2635,0x1a4591,110100100010110010001
2636,0x168b4e,101101000101101001110
2637,0x08b5d5,010001011010111010101
2638,0x152e38,101010010111000111000
2639,0x12d1cd,100101101000111001101
2640,0x0dc624,011011100011000100100
2641,0x113119,100010011000100011001
2642,0x1cdaa4,111001101101010100100
2643,0x0714db,001110001010011011011
2644,0x11c526,100011100010100100110
2645,0x0251d1,000100101000111010001
2646,0x19a46e,110011010010001101110
2647,0x05d9c5,001011101100111000101
2648,0x12a313,100101010001100010011
2649,0x0e44dd,011100100010011011101
2650,0x1173b6,100010111001110110110
2651,0x138ae9,100111000101011101001
2652,0x0edd24,011101101110100100100
2653,0x15129b,101010001001010011011
2654,0x096dd4,010010110110111010100
2655,0x06e227,001101110001000100111
2656,0x1b9558,110111001010101011000
2657,0x112ae6,100010010101011100110
2658,0x18dd59,110001101110101011001
2659,0x071296,001110001001010010110
2660,0x0bad4b,010111010110101001011
2661,0x0538ad,001010011100010101101
2662,0x08e753,010001110011101010011
2663,0x15999c,101011001100110011100
2664,0x0a262d,010100010011000101101
2665,0x1cd1d2,111001101000111010010
2666,0x0724b9,001110010010010111001
2667,0x1c9d4e,111001001110101001110
2668,0x136531,100110110010100110001
2669,0x071bae,001110001101110101110
2670,0x1a65d8,110100110010111011000
2671,0x05db57,001011101101101010111
2672,0x12448e,100100100010010001110
2673,0x1db35a,111011011001101011010
2674,0x08dc94,010001101110010010100
2675,0x07452e,001110100010100101110
2676,0x191a38,110010001101000111000
2677,0x0629d7,001100010100111010111
2678,0x1bb634,110111011011000110100
2679,0x054d6b,001010100110101101011
2680,0x169a96,101101001101010010110
2681,0x09c773,010011100011101110011
2682,0x15589a,101010101100010011010
2683,0x0e8c64,011101000110001100100
2684,0x116352,100010110001101010010
2685,0x0ab68c,010101011011010001100
2686,0x15d162,101011101000101100010
2687,0x02ec9b,000101110110010011011
2688,0x19d774,110011101011101110100
2689,0x12aceb,100101010110011101011
2690,0x054655,001010100011001010101
2691,0x1cdcaa,111001101110010101010
2692,0x0b3459,010110011010001011001
2693,0x1562b4,101010110001010110100
2694,0x0d9cca,011011001110011001010
2695,0x13532d,100110101001100101101
2696,0x1ce592,111001110010110010010
2697,0x139d4c,100111001110101001100
2698,0x045ab7,001000101101010110111
2699,0x19a5a4,110011010010110100100
2700,0x0dcaeb,011011100101011101011
2701,0x136726,100110110011100100110
2702,0x0daaca,011011010101011001010
2703,0x16d225,101101101001000100101
2704,0x111d8a,100010001110110001010
2705,0x0eac76,011101010110001110110
2706,0x1455a9,101000101010110101001
2707,0x16ac56,101101010110001010110
2708,0x0d72eb,011010111001011101011
2709,0x1a8cd4,110101000110011010100
2710,0x117529,100010111010100101001
2711,0x0dca55,011011100101001010101
2712,0x12458b,100100100010110001011
2713,0x05aa32,001011010101000110010
2714,0x0a44a9,010100100010010101001
2715,0x16db5c,101101101101101011100
2716,0x1d26a6,111010010011010100110
2717,0x1689cd,101101000100111001101
2718,0x0d3632,011010011011000110010
2719,0x11cdad,100011100110110101101
2720,0x0a72c7,010100111001011000111
2721,0x1595aa,101011001010110101010
2722,0x036e95,000110110111010010101
2723,0x09d36a,010011101001101101010
2724,0x146898,101000110100010011000
2725,0x0b8e22,010111000111000100010
2726,0x1d71ce,111010111000111001110
2727,0x024ea3,000100100111010100011
2728,0x0db555,011011011010101010101
2729,0x1a63a6,110100110001110100110
2730,0x07151b,001110001010100011011
2731,0x19aeb6,110011010111010110110
2732,0x1645ca,101100100010111001010
2733,0x0d91b6,011011001000110110110
2734,0x02bb4d,000101011101101001101
2735,0x1b4c96,110110100110010010110
2736,0x0c962d,011001001011000101101
2737,0x073993,001110011100110010011
2738,0x19724a,110010111001001001010
2739,0x06cb35,001101100101100110101
2740,0x1935a9,110010011010110101001
2741,0x0e4e63,011100100111001100011
2742,0x15a39d,101011010001110011101
2743,0x0e54ca,011100101010011001010
2744,0x15b225,101011011001000100101
2745,0x0adadb,010101101101011011011
2746,0x15652d,101010110010100101101
2747,0x0a9aea,010101001101011101010
2748,0x174d1c,101110100110100011100
2749,0x0c96d2,011001001011011010010
2750,0x1b492c,110110100100100101100
2751,0x0636b7,001100011011010110111
2752,0x18e8ca,110001110100011001010
2753,0x1b5525,110110101010100100101
2754,0x053aca,001010011101011001010
2755,0x1a3724,110100011011100100100
2756,0x09ce89,010011100111010001001
2757,0x151513,101010001010100010011
2758,0x1aabad,110101010101110101101
2759,0x07164e,001110001011001001110
2760,0x08a9d9,010001010100111011001
2761,0x065a36,001100101101000110110
2762,0x13b6ec,100111011011011101100
2763,0x0c6955,011000110100101010101
2764,0x12d2a6,100101101001010100110
2765,0x095d69,010010101110101101001
2766,0x12b89a,100101011100010011010
2767,0x034ce7,000110100110011100111
2768,0x1c5714,111000101011100010100
2769,0x1368a9,100110110100010101001
2770,0x0ca513,011001010010100010011
2771,0x1b5cad,110110101110010101101
2772,0x04938e,001001001001110001110
2773,0x175574,101110101010101110100
2774,0x08e38a,010001110001110001010
2775,0x03956d,000111001010101101101
2776,0x165cb2,101100101110010110010
2777,0x0ca29d,011001010001010011101
2778,0x11393a,100010011100100111010
2779,0x1acaed,110101100101011101101
2780,0x0e2732,011100010011100110010
2781,0x1188d4,100011000100011010100
2782,0x0a712b,010100111000100101011
2783,0x15a694,101011010011010010100
2784,0x025b47,000100101101101000111
2785,0x1c9492,111001001010010010010
2786,0x126324,100100110001100100100
2787,0x0cb9dd,011001011100111011101
2788,0x1c4d22,111000100110100100010
2789,0x0bbad9,010111011101011011001
2790,0x195dc4,110010101110111000100
2791,0x04aa2a,001001010101000101010
2792,0x1a94d1,110101001010011010001
2793,0x04ebaa,001001110101110101010
2794,0x0996dc,010011001011011011100
2795,0x174939,101110100100100111001
2796,0x0bb6d2,010111011011011010010
2797,0x116b6c,100010110101101101100
2798,0x0a5cda,010100101110011011010
2799,0x15da25,101011101101000100101
2800,0x1235bb,100100011010110111011
2801,0x1c8e6c,111001000111001101100
2802,0x0399b7,000111001100110110111
2803,0x15634b,101010110001101001011
2804,0x029aad,000101001101010101101
2805,0x15b74e,101011011011101001110
2806,0x0962bb,010010110001010111011
2807,0x1a2d74,110100010110101110100
2808,0x09928b,010011001001010001011
2809,0x046471,001000110010001110001
2810,0x09db8e,010011101101110001110
2811,0x152465,101010010010001100101
2812,0x0b5a8e,010110101101010001110
2813,0x05a915,001011010100100010101
2814,0x0c5baa,011000101101110101010
2815,0x12a49c,100101010010010011100
2816,0x096ae2,010010110101011100010
2817,0x12d4ed,100101101010011101101
2818,0x0d9b19,011011001101100011001
2819,0x0654e7,001100101010011100111
2820,0x14eaa8,101001110101010101000
2821,0x08b117,010001011000100010111
2822,0x145dcb,101000101110111001011
2823,0x1b2a35,110110010101000110101
2824,0x0e8d8a,011101000110110001010
2825,0x14da71,101001101101001110001
2826,0x0ba52b,010111010010100101011
2827,0x1cda52,111001101101001010010
2828,0x0b2539,010110010010100111001
2829,0x08d24e,010001101001001001110
2830,0x03acb9,000111010110010111001
2831,0x0ed226,011101101001000100110
2832,0x058ecd,001011000111011001101
2833,0x189372,110001001001101110010
2834,0x0eea9d,011101110101010011101
2835,0x1b5756,110110101011101010110
2836,0x04e2a2,001001110001010100010
2837,0x0394c9,000111001010011001001
2838,0x0d4972,011010100100101110010
2839,0x02b4a5,000101011010010100101
2840,0x17591b,101110101100100011011
2841,0x096eac,010010110111010101100
2842,0x12b25b,100101011001001011011
2843,0x1c5db4,111000101110110110100
2844,0x0226db,000100010011011011011
2845,0x19dd2d,110011101110100101101
2846,0x0e62ba,011100110001010111010
2847,0x133b2c,100110011101100101100
2848,0x0ee6e3,011101110011011100011
2849,0x158b1c,101011000101100011100
2850,0x0a32aa,010100011001010101010
2851,0x0d4775,011010100011101110101
2852,0x1aa4ca,110101010010011001010
2853,0x0d1b23,011010001101100100011
2854,0x164474,101100100010001110100
2855,0x09b1bb,010011011000110111011
2856,0x12eee2,100101110111011100010
2857,0x0e712d,011100111000100101101
2858,0x1b8eb2,110111000111010110010
2859,0x065d69,001100101110101101001
2860,0x18b2dc,110001011001011011100
2861,0x0e6627,011100110011000100111
2862,0x1dd998,111011101100110011000
2863,0x1622a6,101100010001010100110
2864,0x05d15a,001011101000101011010
2865,0x0a2ca9,010100010110010101001
2866,0x199914,110011001100100010100
2867,0x0e4672,011100100011001110010
2868,0x1328cd,100110010100011001101
2869,0x09c462,010011100010001100010
2870,0x063b13,001100011101100010011
2871,0x19a4a8,110011010010010101000
2872,0x069a3b,001101001101000111011
2873,0x18e4c4,110001110010011000100
2874,0x073bb5,001110011101110110101
2875,0x1cca4e,111001100101001001110
2876,0x11aca5,100011010110010100101
2877,0x0edb69,011101101101101101001
2878,0x09a8d2,010011010100011010010
2879,0x02d727,000101101011100100111
2880,0x112ac8,100010010101011001000
2881,0x0ae5b7,010101110010110110111
2882,0x0758e9,001110101100011101001
2883,0x18e2c6,110001110001011000110
2884,0x17251c,101110010010100011100
2885,0x08d689,010001101011010001001
2886,0x15b174,101011011000101110100
2887,0x06498e,001100100100110001110
